product_id,rm_id,quantity_required
1227,RM008,1.0
1227,RM009,1.0
1227,RM003,0.1
1227,RM001,1.5
1227,RM007,0.05
1228,RM008,1.0
1228,RM009,1.0
1228,RM003,0.1
1228,RM001,1.5
1228,RM007,0.05
1229,RM008,1.0
1229,RM009,1.0
1229,RM003,0.1
1229,RM001,1.5
1229,RM007,0.05
1230,RM008,1.0
1230,RM009,1.0
1230,RM003,0.1
1230,RM001,1.5
1230,RM007,0.05
1231,RM008,1.0
1231,RM009,1.0
1231,RM003,0.1
1231,RM001,1.5
1231,RM007,0.05
1232,RM008,1.0
1232,RM009,1.0
1232,RM003,0.1
1232,RM001,1.5
1232,RM007,0.05
1689,RM008,1.0
1689,RM009,1.0
1689,RM003,0.1
1689,RM001,1.5
1689,RM007,0.05
1795,RM008,1.0
1795,RM009,1.0
1795,RM003,0.1
1795,RM001,1.5
1795,RM007,0.05
1796,RM008,1.0
1796,RM009,1.0
1796,RM003,0.1
1796,RM001,1.5
1796,RM007,0.05
1797,RM008,1.0
1797,RM009,1.0
1797,RM003,0.1
1797,RM001,1.5
1797,RM007,0.05
1798,RM008,1.0
1798,RM009,1.0
1798,RM003,0.1
1798,RM001,1.5
1798,RM007,0.05
1799,RM008,1.0
1799,RM009,1.0
1799,RM003,0.1
1799,RM001,1.5
1799,RM007,0.05
1800,RM008,1.0
1800,RM009,1.0
1800,RM003,0.1
1800,RM001,1.5
1800,RM007,0.05
1801,RM008,1.0
1801,RM009,1.0
1801,RM003,0.1
1801,RM001,1.5
1801,RM007,0.05
1802,RM008,1.0
1802,RM009,1.0
1802,RM003,0.1
1802,RM001,1.5
1802,RM007,0.05
1803,RM008,1.0
1803,RM009,1.0
1803,RM003,0.1
1803,RM001,1.5
1803,RM007,0.05
1804,RM008,1.0
1804,RM009,1.0
1804,RM003,0.1
1804,RM001,1.5
1804,RM007,0.05
1805,RM008,1.0
1805,RM009,1.0
1805,RM003,0.1
1805,RM001,1.5
1805,RM007,0.05
1882,RM008,1.0
1882,RM009,1.0
1882,RM003,0.1
1882,RM001,1.5
1882,RM007,0.05
1883,RM008,1.0
1883,RM009,1.0
1883,RM003,0.1
1883,RM001,1.5
1883,RM007,0.05
1884,RM008,1.0
1884,RM009,1.0
1884,RM003,0.1
1884,RM001,1.5
1884,RM007,0.05
1885,RM008,1.0
1885,RM009,1.0
1885,RM003,0.1
1885,RM001,1.5
1885,RM007,0.05
1886,RM008,1.0
1886,RM009,1.0
1886,RM003,0.1
1886,RM001,1.5
1886,RM007,0.05
1887,RM008,1.0
1887,RM009,1.0
1887,RM003,0.1
1887,RM001,1.5
1887,RM007,0.05
1888,RM008,1.0
1888,RM009,1.0
1888,RM003,0.1
1888,RM001,1.5
1888,RM007,0.05
1889,RM008,1.0
1889,RM009,1.0
1889,RM003,0.1
1889,RM001,1.5
1889,RM007,0.05
1890,RM008,1.0
1890,RM009,1.0
1890,RM003,0.1
1890,RM001,1.5
1890,RM007,0.05
1891,RM008,1.0
1891,RM009,1.0
1891,RM003,0.1
1891,RM001,1.5
1891,RM007,0.05
1892,RM008,1.0
1892,RM009,1.0
1892,RM003,0.1
1892,RM001,1.5
1892,RM007,0.05
1893,RM008,1.0
1893,RM009,1.0
1893,RM003,0.1
1893,RM001,1.5
1893,RM007,0.05
1894,RM008,1.0
1894,RM009,1.0
1894,RM003,0.1
1894,RM001,1.5
1894,RM007,0.05
1895,RM008,1.0
1895,RM009,1.0
1895,RM003,0.1
1895,RM001,1.5
1895,RM007,0.05
1896,RM008,1.0
1896,RM009,1.0
1896,RM003,0.1
1896,RM001,1.5
1896,RM007,0.05
1897,RM008,1.0
1897,RM009,1.0
1897,RM003,0.1
1897,RM001,1.5
1897,RM007,0.05
1898,RM008,1.0
1898,RM009,1.0
1898,RM003,0.1
1898,RM001,1.5
1898,RM007,0.05
1899,RM008,1.0
1899,RM009,1.0
1899,RM003,0.1
1899,RM001,1.5
1899,RM007,0.05
1900,RM008,1.0
1900,RM009,1.0
1900,RM003,0.1
1900,RM001,1.5
1900,RM007,0.05
1901,RM008,1.0
1901,RM009,1.0
1901,RM003,0.1
1901,RM001,1.5
1901,RM007,0.05
1902,RM008,1.0
1902,RM009,1.0
1902,RM003,0.1
1902,RM001,1.5
1902,RM007,0.05
1903,RM008,1.0
1903,RM009,1.0
1903,RM003,0.1
1903,RM001,1.5
1903,RM007,0.05
1904,RM008,1.0
1904,RM009,1.0
1904,RM003,0.1
1904,RM001,1.5
1904,RM007,0.05
1905,RM008,1.0
1905,RM009,1.0
1905,RM003,0.1
1905,RM001,1.5
1905,RM007,0.05
1906,RM008,1.0
1906,RM009,1.0
1906,RM003,0.1
1906,RM001,1.5
1906,RM007,0.05
1907,RM008,1.0
1907,RM009,1.0
1907,RM003,0.1
1907,RM001,1.5
1907,RM007,0.05
2066,RM008,1.0
2066,RM009,1.0
2066,RM003,0.1
2066,RM001,1.5
2066,RM007,0.05
2067,RM008,1.0
2067,RM009,1.0
2067,RM003,0.1
2067,RM001,1.5
2067,RM007,0.05
2068,RM008,1.0
2068,RM009,1.0
2068,RM003,0.1
2068,RM001,1.5
2068,RM007,0.05
2069,RM008,1.0
2069,RM009,1.0
2069,RM003,0.1
2069,RM001,1.5
2069,RM007,0.05
2070,RM008,1.0
2070,RM009,1.0
2070,RM003,0.1
2070,RM001,1.5
2070,RM007,0.05
2071,RM008,1.0
2071,RM009,1.0
2071,RM003,0.1
2071,RM001,1.5
2071,RM007,0.05
2072,RM008,1.0
2072,RM009,1.0
2072,RM003,0.1
2072,RM001,1.5
2072,RM007,0.05
2073,RM008,1.0
2073,RM009,1.0
2073,RM003,0.1
2073,RM001,1.5
2073,RM007,0.05
2074,RM008,1.0
2074,RM009,1.0
2074,RM003,0.1
2074,RM001,1.5
2074,RM007,0.05
2075,RM008,1.0
2075,RM009,1.0
2075,RM003,0.1
2075,RM001,1.5
2075,RM007,0.05
2076,RM008,1.0
2076,RM009,1.0
2076,RM003,0.1
2076,RM001,1.5
2076,RM007,0.05
2077,RM008,1.0
2077,RM009,1.0
2077,RM003,0.1
2077,RM001,1.5
2077,RM007,0.05
2078,RM008,1.0
2078,RM009,1.0
2078,RM003,0.1
2078,RM001,1.5
2078,RM007,0.05
2079,RM008,1.0
2079,RM009,1.0
2079,RM003,0.1
2079,RM001,1.5
2079,RM007,0.05
2080,RM008,1.0
2080,RM009,1.0
2080,RM003,0.1
2080,RM001,1.5
2080,RM007,0.05
2081,RM008,1.0
2081,RM009,1.0
2081,RM003,0.1
2081,RM001,1.5
2081,RM007,0.05
2082,RM008,1.0
2082,RM009,1.0
2082,RM003,0.1
2082,RM001,1.5
2082,RM007,0.05
2083,RM008,1.0
2083,RM009,1.0
2083,RM003,0.1
2083,RM001,1.5
2083,RM007,0.05
2084,RM008,1.0
2084,RM009,1.0
2084,RM003,0.1
2084,RM001,1.5
2084,RM007,0.05
2085,RM008,1.0
2085,RM009,1.0
2085,RM003,0.1
2085,RM001,1.5
2085,RM007,0.05
2086,RM008,1.0
2086,RM009,1.0
2086,RM003,0.1
2086,RM001,1.5
2086,RM007,0.05
2087,RM008,1.0
2087,RM009,1.0
2087,RM003,0.1
2087,RM001,1.5
2087,RM007,0.05
2088,RM008,1.0
2088,RM009,1.0
2088,RM003,0.1
2088,RM001,1.5
2088,RM007,0.05
2089,RM008,1.0
2089,RM009,1.0
2089,RM003,0.1
2089,RM001,1.5
2089,RM007,0.05
2090,RM008,1.0
2090,RM009,1.0
2090,RM003,0.1
2090,RM001,1.5
2090,RM007,0.05
2091,RM008,1.0
2091,RM009,1.0
2091,RM003,0.1
2091,RM001,1.5
2091,RM007,0.05
2092,RM008,1.0
2092,RM009,1.0
2092,RM003,0.1
2092,RM001,1.5
2092,RM007,0.05
2093,RM008,1.0
2093,RM009,1.0
2093,RM003,0.1
2093,RM001,1.5
2093,RM007,0.05
2094,RM008,1.0
2094,RM009,1.0
2094,RM003,0.1
2094,RM001,1.5
2094,RM007,0.05
2095,RM008,1.0
2095,RM009,1.0
2095,RM003,0.1
2095,RM001,1.5
2095,RM007,0.05
2096,RM008,1.0
2096,RM009,1.0
2096,RM003,0.1
2096,RM001,1.5
2096,RM007,0.05
2171,RM008,1.0
2171,RM009,1.0
2171,RM003,0.1
2171,RM001,1.5
2171,RM007,0.05
2172,RM008,1.0
2172,RM009,1.0
2172,RM003,0.1
2172,RM001,1.5
2172,RM007,0.05
2173,RM008,1.0
2173,RM009,1.0
2173,RM003,0.1
2173,RM001,1.5
2173,RM007,0.05
2174,RM008,1.0
2174,RM009,1.0
2174,RM003,0.1
2174,RM001,1.5
2174,RM007,0.05
2175,RM008,1.0
2175,RM009,1.0
2175,RM003,0.1
2175,RM001,1.5
2175,RM007,0.05
2176,RM008,1.0
2176,RM009,1.0
2176,RM003,0.1
2176,RM001,1.5
2176,RM007,0.05
2177,RM008,1.0
2177,RM009,1.0
2177,RM003,0.1
2177,RM001,1.5
2177,RM007,0.05
2178,RM008,1.0
2178,RM009,1.0
2178,RM003,0.1
2178,RM001,1.5
2178,RM007,0.05
2179,RM008,1.0
2179,RM009,1.0
2179,RM003,0.1
2179,RM001,1.5
2179,RM007,0.05
2180,RM008,1.0
2180,RM009,1.0
2180,RM003,0.1
2180,RM001,1.5
2180,RM007,0.05
2181,RM008,1.0
2181,RM009,1.0
2181,RM003,0.1
2181,RM001,1.5
2181,RM007,0.05
2182,RM008,1.0
2182,RM009,1.0
2182,RM003,0.1
2182,RM001,1.5
2182,RM007,0.05
2183,RM008,1.0
2183,RM009,1.0
2183,RM003,0.1
2183,RM001,1.5
2183,RM007,0.05
2184,RM008,1.0
2184,RM009,1.0
2184,RM003,0.1
2184,RM001,1.5
2184,RM007,0.05
2185,RM008,1.0
2185,RM009,1.0
2185,RM003,0.1
2185,RM001,1.5
2185,RM007,0.05
2186,RM008,1.0
2186,RM009,1.0
2186,RM003,0.1
2186,RM001,1.5
2186,RM007,0.05
2353,RM008,1.0
2353,RM009,1.0
2353,RM003,0.1
2353,RM001,1.5
2353,RM007,0.05
2354,RM008,1.0
2354,RM009,1.0
2354,RM003,0.1
2354,RM001,1.5
2354,RM007,0.05
2355,RM008,1.0
2355,RM009,1.0
2355,RM003,0.1
2355,RM001,1.5
2355,RM007,0.05
2356,RM008,1.0
2356,RM009,1.0
2356,RM003,0.1
2356,RM001,1.5
2356,RM007,0.05
2357,RM008,1.0
2357,RM009,1.0
2357,RM003,0.1
2357,RM001,1.5
2357,RM007,0.05
2358,RM008,1.0
2358,RM009,1.0
2358,RM003,0.1
2358,RM001,1.5
2358,RM007,0.05
2359,RM008,1.0
2359,RM009,1.0
2359,RM003,0.1
2359,RM001,1.5
2359,RM007,0.05
2360,RM008,1.0
2360,RM009,1.0
2360,RM003,0.1
2360,RM001,1.5
2360,RM007,0.05
2361,RM008,1.0
2361,RM009,1.0
2361,RM003,0.1
2361,RM001,1.5
2361,RM007,0.05
2362,RM008,1.0
2362,RM009,1.0
2362,RM003,0.1
2362,RM001,1.5
2362,RM007,0.05
2363,RM008,1.0
2363,RM009,1.0
2363,RM003,0.1
2363,RM001,1.5
2363,RM007,0.05
2364,RM008,1.0
2364,RM009,1.0
2364,RM003,0.1
2364,RM001,1.5
2364,RM007,0.05
2365,RM008,1.0
2365,RM009,1.0
2365,RM003,0.1
2365,RM001,1.5
2365,RM007,0.05
2366,RM008,1.0
2366,RM009,1.0
2366,RM003,0.1
2366,RM001,1.5
2366,RM007,0.05
2367,RM008,1.0
2367,RM009,1.0
2367,RM003,0.1
2367,RM001,1.5
2367,RM007,0.05
2368,RM008,1.0
2368,RM009,1.0
2368,RM003,0.1
2368,RM001,1.5
2368,RM007,0.05
2369,RM008,1.0
2369,RM009,1.0
2369,RM003,0.1
2369,RM001,1.5
2369,RM007,0.05
2370,RM008,1.0
2370,RM009,1.0
2370,RM003,0.1
2370,RM001,1.5
2370,RM007,0.05
2371,RM008,1.0
2371,RM009,1.0
2371,RM003,0.1
2371,RM001,1.5
2371,RM007,0.05
2372,RM008,1.0
2372,RM009,1.0
2372,RM003,0.1
2372,RM001,1.5
2372,RM007,0.05
2373,RM008,1.0
2373,RM009,1.0
2373,RM003,0.1
2373,RM001,1.5
2373,RM007,0.05
2374,RM008,1.0
2374,RM009,1.0
2374,RM003,0.1
2374,RM001,1.5
2374,RM007,0.05
2375,RM008,1.0
2375,RM009,1.0
2375,RM003,0.1
2375,RM001,1.5
2375,RM007,0.05
2376,RM008,1.0
2376,RM009,1.0
2376,RM003,0.1
2376,RM001,1.5
2376,RM007,0.05
2377,RM008,1.0
2377,RM009,1.0
2377,RM003,0.1
2377,RM001,1.5
2377,RM007,0.05
2378,RM008,1.0
2378,RM009,1.0
2378,RM003,0.1
2378,RM001,1.5
2378,RM007,0.05
2379,RM008,1.0
2379,RM009,1.0
2379,RM003,0.1
2379,RM001,1.5
2379,RM007,0.05
2380,RM008,1.0
2380,RM009,1.0
2380,RM003,0.1
2380,RM001,1.5
2380,RM007,0.05
2381,RM008,1.0
2381,RM009,1.0
2381,RM003,0.1
2381,RM001,1.5
2381,RM007,0.05
2382,RM008,1.0
2382,RM009,1.0
2382,RM003,0.1
2382,RM001,1.5
2382,RM007,0.05
2383,RM008,1.0
2383,RM009,1.0
2383,RM003,0.1
2383,RM001,1.5
2383,RM007,0.05
2384,RM008,1.0
2384,RM009,1.0
2384,RM003,0.1
2384,RM001,1.5
2384,RM007,0.05
2385,RM008,1.0
2385,RM009,1.0
2385,RM003,0.1
2385,RM001,1.5
2385,RM007,0.05
2386,RM008,1.0
2386,RM009,1.0
2386,RM003,0.1
2386,RM001,1.5
2386,RM007,0.05
2387,RM008,1.0
2387,RM009,1.0
2387,RM003,0.1
2387,RM001,1.5
2387,RM007,0.05
2388,RM008,1.0
2388,RM009,1.0
2388,RM003,0.1
2388,RM001,1.5
2388,RM007,0.05
2389,RM008,1.0
2389,RM009,1.0
2389,RM003,0.1
2389,RM001,1.5
2389,RM007,0.05
2390,RM008,1.0
2390,RM009,1.0
2390,RM003,0.1
2390,RM001,1.5
2390,RM007,0.05
2391,RM008,1.0
2391,RM009,1.0
2391,RM003,0.1
2391,RM001,1.5
2391,RM007,0.05
173,RM008,1.0
173,RM009,1.0
173,RM003,0.1
173,RM001,1.5
173,RM007,0.05
174,RM008,1.0
174,RM009,1.0
174,RM003,0.1
174,RM001,1.5
174,RM007,0.05
175,RM008,1.0
175,RM009,1.0
175,RM003,0.1
175,RM001,1.5
175,RM007,0.05
176,RM008,1.0
176,RM009,1.0
176,RM003,0.1
176,RM001,1.5
176,RM007,0.05
177,RM008,1.0
177,RM009,1.0
177,RM003,0.1
177,RM001,1.5
177,RM007,0.05
178,RM008,1.0
178,RM009,1.0
178,RM003,0.1
178,RM001,1.5
178,RM007,0.05
179,RM008,1.0
179,RM009,1.0
179,RM003,0.1
179,RM001,1.5
179,RM007,0.05
180,RM008,1.0
180,RM009,1.0
180,RM003,0.1
180,RM001,1.5
180,RM007,0.05
181,RM008,1.0
181,RM009,1.0
181,RM003,0.1
181,RM001,1.5
181,RM007,0.05
182,RM008,1.0
182,RM009,1.0
182,RM003,0.1
182,RM001,1.5
182,RM007,0.05
183,RM008,1.0
183,RM009,1.0
183,RM003,0.1
183,RM001,1.5
183,RM007,0.05
184,RM008,1.0
184,RM009,1.0
184,RM003,0.1
184,RM001,1.5
184,RM007,0.05
185,RM008,1.0
185,RM009,1.0
185,RM003,0.1
185,RM001,1.5
185,RM007,0.05
186,RM008,1.0
186,RM009,1.0
186,RM003,0.1
186,RM001,1.5
186,RM007,0.05
187,RM008,1.0
187,RM009,1.0
187,RM003,0.1
187,RM001,1.5
187,RM007,0.05
188,RM008,1.0
188,RM009,1.0
188,RM003,0.1
188,RM001,1.5
188,RM007,0.05
513,RM008,1.0
513,RM009,1.0
513,RM003,0.1
513,RM001,1.5
513,RM007,0.05
514,RM008,1.0
514,RM009,1.0
514,RM003,0.1
514,RM001,1.5
514,RM007,0.05
515,RM008,1.0
515,RM009,1.0
515,RM003,0.1
515,RM001,1.5
515,RM007,0.05
516,RM008,1.0
516,RM009,1.0
516,RM003,0.1
516,RM001,1.5
516,RM007,0.05
517,RM008,1.0
517,RM009,1.0
517,RM003,0.1
517,RM001,1.5
517,RM007,0.05
518,RM008,1.0
518,RM009,1.0
518,RM003,0.1
518,RM001,1.5
518,RM007,0.05
519,RM008,1.0
519,RM009,1.0
519,RM003,0.1
519,RM001,1.5
519,RM007,0.05
520,RM008,1.0
520,RM009,1.0
520,RM003,0.1
520,RM001,1.5
520,RM007,0.05
521,RM008,1.0
521,RM009,1.0
521,RM003,0.1
521,RM001,1.5
521,RM007,0.05
522,RM008,1.0
522,RM009,1.0
522,RM003,0.1
522,RM001,1.5
522,RM007,0.05
523,RM008,1.0
523,RM009,1.0
523,RM003,0.1
523,RM001,1.5
523,RM007,0.05
524,RM008,1.0
524,RM009,1.0
524,RM003,0.1
524,RM001,1.5
524,RM007,0.05
525,RM008,1.0
525,RM009,1.0
525,RM003,0.1
525,RM001,1.5
525,RM007,0.05
526,RM008,1.0
526,RM009,1.0
526,RM003,0.1
526,RM001,1.5
526,RM007,0.05
527,RM008,1.0
527,RM009,1.0
527,RM003,0.1
527,RM001,1.5
527,RM007,0.05
528,RM008,1.0
528,RM009,1.0
528,RM003,0.1
528,RM001,1.5
528,RM007,0.05
529,RM008,1.0
529,RM009,1.0
529,RM003,0.1
529,RM001,1.5
529,RM007,0.05
530,RM008,1.0
530,RM009,1.0
530,RM003,0.1
530,RM001,1.5
530,RM007,0.05
531,RM008,1.0
531,RM009,1.0
531,RM003,0.1
531,RM001,1.5
531,RM007,0.05
532,RM008,1.0
532,RM009,1.0
532,RM003,0.1
532,RM001,1.5
532,RM007,0.05
533,RM008,1.0
533,RM009,1.0
533,RM003,0.1
533,RM001,1.5
533,RM007,0.05
534,RM008,1.0
534,RM009,1.0
534,RM003,0.1
534,RM001,1.5
534,RM007,0.05
535,RM008,1.0
535,RM009,1.0
535,RM003,0.1
535,RM001,1.5
535,RM007,0.05
892,RM008,1.0
892,RM009,1.0
892,RM003,0.1
892,RM001,1.5
892,RM007,0.05
893,RM008,1.0
893,RM009,1.0
893,RM003,0.1
893,RM001,1.5
893,RM007,0.05
894,RM008,1.0
894,RM009,1.0
894,RM003,0.1
894,RM001,1.5
894,RM007,0.05
895,RM008,1.0
895,RM009,1.0
895,RM003,0.1
895,RM001,1.5
895,RM007,0.05
896,RM008,1.0
896,RM009,1.0
896,RM003,0.1
896,RM001,1.5
896,RM007,0.05
897,RM008,1.0
897,RM009,1.0
897,RM003,0.1
897,RM001,1.5
897,RM007,0.05
898,RM008,1.0
898,RM009,1.0
898,RM003,0.1
898,RM001,1.5
898,RM007,0.05
899,RM008,1.0
899,RM009,1.0
899,RM003,0.1
899,RM001,1.5
899,RM007,0.05
900,RM008,1.0
900,RM009,1.0
900,RM003,0.1
900,RM001,1.5
900,RM007,0.05
901,RM008,1.0
901,RM009,1.0
901,RM003,0.1
901,RM001,1.5
901,RM007,0.05
902,RM008,1.0
902,RM009,1.0
902,RM003,0.1
902,RM001,1.5
902,RM007,0.05
903,RM008,1.0
903,RM009,1.0
903,RM003,0.1
903,RM001,1.5
903,RM007,0.05
904,RM008,1.0
904,RM009,1.0
904,RM003,0.1
904,RM001,1.5
904,RM007,0.05
905,RM008,1.0
905,RM009,1.0
905,RM003,0.1
905,RM001,1.5
905,RM007,0.05
906,RM008,1.0
906,RM009,1.0
906,RM003,0.1
906,RM001,1.5
906,RM007,0.05
907,RM008,1.0
907,RM009,1.0
907,RM003,0.1
907,RM001,1.5
907,RM007,0.05
908,RM008,1.0
908,RM009,1.0
908,RM003,0.1
908,RM001,1.5
908,RM007,0.05
909,RM008,1.0
909,RM009,1.0
909,RM003,0.1
909,RM001,1.5
909,RM007,0.05
910,RM008,1.0
910,RM009,1.0
910,RM003,0.1
910,RM001,1.5
910,RM007,0.05
911,RM008,1.0
911,RM009,1.0
911,RM003,0.1
911,RM001,1.5
911,RM007,0.05
912,RM008,1.0
912,RM009,1.0
912,RM003,0.1
912,RM001,1.5
912,RM007,0.05
913,RM008,1.0
913,RM009,1.0
913,RM003,0.1
913,RM001,1.5
913,RM007,0.05
914,RM008,1.0
914,RM009,1.0
914,RM003,0.1
914,RM001,1.5
914,RM007,0.05
915,RM008,1.0
915,RM009,1.0
915,RM003,0.1
915,RM001,1.5
915,RM007,0.05
916,RM008,1.0
916,RM009,1.0
916,RM003,0.1
916,RM001,1.5
916,RM007,0.05
917,RM008,1.0
917,RM009,1.0
917,RM003,0.1
917,RM001,1.5
917,RM007,0.05
918,RM008,1.0
918,RM009,1.0
918,RM003,0.1
918,RM001,1.5
918,RM007,0.05
919,RM008,1.0
919,RM009,1.0
919,RM003,0.1
919,RM001,1.5
919,RM007,0.05
920,RM008,1.0
920,RM009,1.0
920,RM003,0.1
920,RM001,1.5
920,RM007,0.05
921,RM008,1.0
921,RM009,1.0
921,RM003,0.1
921,RM001,1.5
921,RM007,0.05
922,RM008,1.0
922,RM009,1.0
922,RM003,0.1
922,RM001,1.5
922,RM007,0.05
923,RM008,1.0
923,RM009,1.0
923,RM003,0.1
923,RM001,1.5
923,RM007,0.05
924,RM008,1.0
924,RM009,1.0
924,RM003,0.1
924,RM001,1.5
924,RM007,0.05
925,RM008,1.0
925,RM009,1.0
925,RM003,0.1
925,RM001,1.5
925,RM007,0.05
926,RM008,1.0
926,RM009,1.0
926,RM003,0.1
926,RM001,1.5
926,RM007,0.05
927,RM008,1.0
927,RM009,1.0
927,RM003,0.1
927,RM001,1.5
927,RM007,0.05
928,RM008,1.0
928,RM009,1.0
928,RM003,0.1
928,RM001,1.5
928,RM007,0.05
929,RM008,1.0
929,RM009,1.0
929,RM003,0.1
929,RM001,1.5
929,RM007,0.05
930,RM008,1.0
930,RM009,1.0
930,RM003,0.1
930,RM001,1.5
930,RM007,0.05
931,RM008,1.0
931,RM009,1.0
931,RM003,0.1
931,RM001,1.5
931,RM007,0.05
932,RM008,1.0
932,RM009,1.0
932,RM003,0.1
932,RM001,1.5
932,RM007,0.05
933,RM008,1.0
933,RM009,1.0
933,RM003,0.1
933,RM001,1.5
933,RM007,0.05
934,RM008,1.0
934,RM009,1.0
934,RM003,0.1
934,RM001,1.5
934,RM007,0.05
935,RM008,1.0
935,RM009,1.0
935,RM003,0.1
935,RM001,1.5
935,RM007,0.05
936,RM008,1.0
936,RM009,1.0
936,RM003,0.1
936,RM001,1.5
936,RM007,0.05
937,RM008,1.0
937,RM009,1.0
937,RM003,0.1
937,RM001,1.5
937,RM007,0.05
1165,RM008,1.0
1165,RM009,1.0
1165,RM003,0.1
1165,RM001,1.5
1165,RM007,0.05
1166,RM008,1.0
1166,RM009,1.0
1166,RM003,0.1
1166,RM001,1.5
1166,RM007,0.05
1167,RM008,1.0
1167,RM009,1.0
1167,RM003,0.1
1167,RM001,1.5
1167,RM007,0.05
1168,RM008,1.0
1168,RM009,1.0
1168,RM003,0.1
1168,RM001,1.5
1168,RM007,0.05
1169,RM008,1.0
1169,RM009,1.0
1169,RM003,0.1
1169,RM001,1.5
1169,RM007,0.05
1170,RM008,1.0
1170,RM009,1.0
1170,RM003,0.1
1170,RM001,1.5
1170,RM007,0.05
1171,RM008,1.0
1171,RM009,1.0
1171,RM003,0.1
1171,RM001,1.5
1171,RM007,0.05
1172,RM008,1.0
1172,RM009,1.0
1172,RM003,0.1
1172,RM001,1.5
1172,RM007,0.05
1173,RM008,1.0
1173,RM009,1.0
1173,RM003,0.1
1173,RM001,1.5
1173,RM007,0.05
1174,RM008,1.0
1174,RM009,1.0
1174,RM003,0.1
1174,RM001,1.5
1174,RM007,0.05
1175,RM008,1.0
1175,RM009,1.0
1175,RM003,0.1
1175,RM001,1.5
1175,RM007,0.05
1176,RM008,1.0
1176,RM009,1.0
1176,RM003,0.1
1176,RM001,1.5
1176,RM007,0.05
1177,RM008,1.0
1177,RM009,1.0
1177,RM003,0.1
1177,RM001,1.5
1177,RM007,0.05
1178,RM008,1.0
1178,RM009,1.0
1178,RM003,0.1
1178,RM001,1.5
1178,RM007,0.05
1179,RM008,1.0
1179,RM009,1.0
1179,RM003,0.1
1179,RM001,1.5
1179,RM007,0.05
1180,RM008,1.0
1180,RM009,1.0
1180,RM003,0.1
1180,RM001,1.5
1180,RM007,0.05
1181,RM008,1.0
1181,RM009,1.0
1181,RM003,0.1
1181,RM001,1.5
1181,RM007,0.05
1182,RM008,1.0
1182,RM009,1.0
1182,RM003,0.1
1182,RM001,1.5
1182,RM007,0.05
1183,RM008,1.0
1183,RM009,1.0
1183,RM003,0.1
1183,RM001,1.5
1183,RM007,0.05
1184,RM008,1.0
1184,RM009,1.0
1184,RM003,0.1
1184,RM001,1.5
1184,RM007,0.05
1185,RM008,1.0
1185,RM009,1.0
1185,RM003,0.1
1185,RM001,1.5
1185,RM007,0.05
1186,RM008,1.0
1186,RM009,1.0
1186,RM003,0.1
1186,RM001,1.5
1186,RM007,0.05
1187,RM008,1.0
1187,RM009,1.0
1187,RM003,0.1
1187,RM001,1.5
1187,RM007,0.05
1188,RM008,1.0
1188,RM009,1.0
1188,RM003,0.1
1188,RM001,1.5
1188,RM007,0.05
1189,RM008,1.0
1189,RM009,1.0
1189,RM003,0.1
1189,RM001,1.5
1189,RM007,0.05
1190,RM008,1.0
1190,RM009,1.0
1190,RM003,0.1
1190,RM001,1.5
1190,RM007,0.05
1191,RM008,1.0
1191,RM009,1.0
1191,RM003,0.1
1191,RM001,1.5
1191,RM007,0.05
1192,RM008,1.0
1192,RM009,1.0
1192,RM003,0.1
1192,RM001,1.5
1192,RM007,0.05
1193,RM008,1.0
1193,RM009,1.0
1193,RM003,0.1
1193,RM001,1.5
1193,RM007,0.05
1194,RM008,1.0
1194,RM009,1.0
1194,RM003,0.1
1194,RM001,1.5
1194,RM007,0.05
1195,RM008,1.0
1195,RM009,1.0
1195,RM003,0.1
1195,RM001,1.5
1195,RM007,0.05
1196,RM008,1.0
1196,RM009,1.0
1196,RM003,0.1
1196,RM001,1.5
1196,RM007,0.05
1197,RM008,1.0
1197,RM009,1.0
1197,RM003,0.1
1197,RM001,1.5
1197,RM007,0.05
1198,RM008,1.0
1198,RM009,1.0
1198,RM003,0.1
1198,RM001,1.5
1198,RM007,0.05
1671,RM008,1.0
1671,RM009,1.0
1671,RM003,0.1
1671,RM001,1.5
1671,RM007,0.05
1672,RM008,1.0
1672,RM009,1.0
1672,RM003,0.1
1672,RM001,1.5
1672,RM007,0.05
1673,RM008,1.0
1673,RM009,1.0
1673,RM003,0.1
1673,RM001,1.5
1673,RM007,0.05
1674,RM008,1.0
1674,RM009,1.0
1674,RM003,0.1
1674,RM001,1.5
1674,RM007,0.05
1675,RM008,1.0
1675,RM009,1.0
1675,RM003,0.1
1675,RM001,1.5
1675,RM007,0.05
1676,RM008,1.0
1676,RM009,1.0
1676,RM003,0.1
1676,RM001,1.5
1676,RM007,0.05
1677,RM008,1.0
1677,RM009,1.0
1677,RM003,0.1
1677,RM001,1.5
1677,RM007,0.05
1678,RM008,1.0
1678,RM009,1.0
1678,RM003,0.1
1678,RM001,1.5
1678,RM007,0.05
1679,RM008,1.0
1679,RM009,1.0
1679,RM003,0.1
1679,RM001,1.5
1679,RM007,0.05
1680,RM008,1.0
1680,RM009,1.0
1680,RM003,0.1
1680,RM001,1.5
1680,RM007,0.05
1681,RM008,1.0
1681,RM009,1.0
1681,RM003,0.1
1681,RM001,1.5
1681,RM007,0.05
1682,RM008,1.0
1682,RM009,1.0
1682,RM003,0.1
1682,RM001,1.5
1682,RM007,0.05
1683,RM008,1.0
1683,RM009,1.0
1683,RM003,0.1
1683,RM001,1.5
1683,RM007,0.05
